Timestamp,Event,SequenceNum,Detail
2026-06-07T20:38:55.3886490Z,PacketSent,0,"size=1069"
2026-06-07T20:38:55.3902708Z,AckReceived,0,""
2026-06-07T20:38:55.3903452Z,PacketSent,1,"size=1069"
2026-06-07T20:38:55.3936758Z,AckReceived,1,""
2026-06-07T20:38:55.3937454Z,PacketSent,2,"size=1069"
2026-06-07T20:38:55.3941522Z,AckReceived,2,""
2026-06-07T20:38:55.3942110Z,PacketSent,3,"size=1069"
2026-06-07T20:38:55.3944001Z,AckReceived,3,""
2026-06-07T20:38:55.3944442Z,PacketSent,4,"size=1069"
2026-06-07T20:38:55.3946077Z,AckReceived,4,""
2026-06-07T20:38:55.3946438Z,PacketSent,5,"size=1069"
2026-06-07T20:38:55.3948205Z,AckReceived,5,""
2026-06-07T20:38:55.3948639Z,PacketSent,6,"size=1069"
2026-06-07T20:38:55.3950225Z,AckReceived,6,""
2026-06-07T20:38:55.3950613Z,PacketSent,7,"size=1069"
2026-06-07T20:38:55.3952520Z,AckReceived,7,""
2026-06-07T20:38:55.3952954Z,PacketSent,8,"size=1069"
2026-06-07T20:38:55.3954608Z,AckReceived,8,""
2026-06-07T20:38:55.3954938Z,PacketSent,9,"size=1069"
2026-06-07T20:38:55.3956667Z,AckReceived,9,""
2026-06-07T20:38:55.3957987Z,PacketSent,10,"size=1069"
2026-06-07T20:38:55.3959152Z,AckReceived,10,""
2026-06-07T20:38:55.3959505Z,PacketSent,11,"size=1069"
2026-06-07T20:38:55.3960709Z,AckReceived,11,""
2026-06-07T20:38:55.3961038Z,PacketSent,12,"size=1069"
2026-06-07T20:38:55.3962136Z,AckReceived,12,""
2026-06-07T20:38:55.3962514Z,PacketSent,13,"size=1069"
2026-06-07T20:38:55.3963813Z,AckReceived,13,""
2026-06-07T20:38:55.3964146Z,PacketSent,14,"size=1069"
2026-06-07T20:38:55.3965566Z,AckReceived,14,""
2026-06-07T20:38:55.3965946Z,PacketSent,15,"size=1069"
2026-06-07T20:38:55.3967221Z,AckReceived,15,""
2026-06-07T20:38:55.3967559Z,PacketSent,16,"size=1069"
2026-06-07T20:38:55.3968782Z,AckReceived,16,""
2026-06-07T20:38:55.3969145Z,PacketSent,17,"size=1069"
2026-06-07T20:38:55.3970235Z,AckReceived,17,""
2026-06-07T20:38:55.3970514Z,PacketSent,18,"size=1069"
2026-06-07T20:38:55.3971569Z,AckReceived,18,""
2026-06-07T20:38:55.3971884Z,PacketSent,19,"size=1069"
2026-06-07T20:38:55.3973176Z,AckReceived,19,""
2026-06-07T20:38:55.3973524Z,PacketSent,20,"size=1069"
2026-06-07T20:38:55.3975877Z,AckReceived,20,""
2026-06-07T20:38:55.3976293Z,PacketSent,21,"size=1069"
2026-06-07T20:38:55.3977387Z,AckReceived,21,""
2026-06-07T20:38:55.3977699Z,PacketSent,22,"size=1069"
2026-06-07T20:38:55.3978695Z,AckReceived,22,""
2026-06-07T20:38:55.3979065Z,PacketSent,23,"size=1069"
2026-06-07T20:38:55.3980042Z,AckReceived,23,""
2026-06-07T20:38:55.3980307Z,PacketSent,24,"size=1069"
2026-06-07T20:38:55.3981404Z,AckReceived,24,""
2026-06-07T20:38:55.3981755Z,PacketSent,25,"size=1069"
2026-06-07T20:38:55.3982790Z,AckReceived,25,""
2026-06-07T20:38:55.3983048Z,PacketSent,26,"size=1069"
2026-06-07T20:38:55.3984076Z,AckReceived,26,""
2026-06-07T20:38:55.3984338Z,PacketSent,27,"size=1069"
2026-06-07T20:38:55.3985310Z,AckReceived,27,""
2026-06-07T20:38:55.3985579Z,PacketSent,28,"size=1069"
2026-06-07T20:38:55.3986581Z,AckReceived,28,""
2026-06-07T20:38:55.3986844Z,PacketSent,29,"size=1069"
2026-06-07T20:38:55.3987862Z,AckReceived,29,""
2026-06-07T20:38:55.3988167Z,PacketSent,30,"size=1069"
2026-06-07T20:38:55.3989170Z,AckReceived,30,""
2026-06-07T20:38:55.3989437Z,PacketSent,31,"size=1069"
2026-06-07T20:38:55.3990429Z,AckReceived,31,""
2026-06-07T20:38:55.3990738Z,PacketSent,32,"size=1069"
2026-06-07T20:38:55.3991768Z,AckReceived,32,""
2026-06-07T20:38:55.3992026Z,PacketSent,33,"size=1069"
2026-06-07T20:38:55.3993031Z,AckReceived,33,""
2026-06-07T20:38:55.3993421Z,PacketSent,34,"size=1069"
2026-06-07T20:38:55.3994287Z,AckReceived,34,""
2026-06-07T20:38:55.3994559Z,PacketSent,35,"size=1069"
2026-06-07T20:38:55.3995600Z,AckReceived,35,""
2026-06-07T20:38:55.3995987Z,PacketSent,36,"size=1069"
2026-06-07T20:38:55.3997295Z,AckReceived,36,""
2026-06-07T20:38:55.3997638Z,PacketSent,37,"size=1069"
2026-06-07T20:38:55.3998870Z,AckReceived,37,""
2026-06-07T20:38:55.3999163Z,PacketSent,38,"size=1069"
2026-06-07T20:38:55.4000307Z,AckReceived,38,""
2026-06-07T20:38:55.4000818Z,PacketSent,39,"size=1069"
2026-06-07T20:38:55.4002086Z,AckReceived,39,""
2026-06-07T20:38:55.4002441Z,PacketSent,40,"size=1069"
2026-06-07T20:38:55.4003722Z,AckReceived,40,""
2026-06-07T20:38:55.4004101Z,PacketSent,41,"size=1069"
2026-06-07T20:38:55.4005262Z,AckReceived,41,""
2026-06-07T20:38:55.4005612Z,PacketSent,42,"size=1069"
2026-06-07T20:38:55.4006820Z,AckReceived,42,""
2026-06-07T20:38:55.4007179Z,PacketSent,43,"size=1069"
2026-06-07T20:38:55.4008338Z,AckReceived,43,""
2026-06-07T20:38:55.4008686Z,PacketSent,44,"size=1069"
2026-06-07T20:38:55.4009578Z,AckReceived,44,""
2026-06-07T20:38:55.4009894Z,PacketSent,45,"size=1069"
2026-06-07T20:38:55.4010802Z,AckReceived,45,""
2026-06-07T20:38:55.4011064Z,PacketSent,46,"size=1069"
2026-06-07T20:38:55.4012054Z,AckReceived,46,""
2026-06-07T20:38:55.4012359Z,PacketSent,47,"size=1069"
2026-06-07T20:38:55.4013507Z,AckReceived,47,""
2026-06-07T20:38:55.4013859Z,PacketSent,48,"size=1069"
2026-06-07T20:38:55.4014872Z,AckReceived,48,""
2026-06-07T20:38:55.4015229Z,PacketSent,49,"size=1069"
2026-06-07T20:38:55.4017194Z,AckReceived,49,""
2026-06-07T20:38:55.4017513Z,PacketSent,50,"size=1069"
2026-06-07T20:38:55.4018636Z,AckReceived,50,""
2026-06-07T20:38:55.4018971Z,PacketSent,51,"size=1069"
2026-06-07T20:38:55.4020120Z,AckReceived,51,""
2026-06-07T20:38:55.4020449Z,PacketSent,52,"size=1069"
2026-06-07T20:38:55.4022223Z,AckReceived,52,""
2026-06-07T20:38:55.4022543Z,PacketSent,53,"size=1069"
2026-06-07T20:38:55.4023741Z,AckReceived,53,""
2026-06-07T20:38:55.4024061Z,PacketSent,54,"size=1069"
2026-06-07T20:38:55.4025117Z,AckReceived,54,""
2026-06-07T20:38:55.4025380Z,PacketSent,55,"size=1069"
2026-06-07T20:38:55.4026483Z,AckReceived,55,""
2026-06-07T20:38:55.4026838Z,PacketSent,56,"size=1069"
2026-06-07T20:38:55.4027800Z,AckReceived,56,""
2026-06-07T20:38:55.4028066Z,PacketSent,57,"size=1069"
2026-06-07T20:38:55.4029201Z,AckReceived,57,""
2026-06-07T20:38:55.4029606Z,PacketSent,58,"size=1069"
2026-06-07T20:38:55.4030703Z,AckReceived,58,""
2026-06-07T20:38:55.4031025Z,PacketSent,59,"size=1069"
2026-06-07T20:38:55.4032293Z,AckReceived,59,""
2026-06-07T20:38:55.4032648Z,PacketSent,60,"size=1069"
2026-06-07T20:38:55.4033982Z,AckReceived,60,""
2026-06-07T20:38:55.4034361Z,PacketSent,61,"size=1069"
2026-06-07T20:38:55.4035621Z,AckReceived,61,""
2026-06-07T20:38:55.4036010Z,PacketSent,62,"size=1069"
2026-06-07T20:38:55.4037230Z,AckReceived,62,""
2026-06-07T20:38:55.4037598Z,PacketSent,63,"size=1069"
2026-06-07T20:38:55.4038810Z,AckReceived,63,""
2026-06-07T20:38:55.4039172Z,PacketSent,64,"size=1069"
2026-06-07T20:38:55.4040265Z,AckReceived,64,""
2026-06-07T20:38:55.4040534Z,PacketSent,65,"size=1069"
2026-06-07T20:38:55.4041524Z,AckReceived,65,""
2026-06-07T20:38:55.4041777Z,PacketSent,66,"size=1069"
2026-06-07T20:38:55.4044005Z,AckReceived,66,""
2026-06-07T20:38:55.4044308Z,PacketSent,67,"size=1069"
2026-06-07T20:38:55.4045581Z,AckReceived,67,""
2026-06-07T20:38:55.4045936Z,PacketSent,68,"size=1069"
2026-06-07T20:38:55.4047053Z,AckReceived,68,""
2026-06-07T20:38:55.4047440Z,PacketSent,69,"size=1069"
2026-06-07T20:38:55.4048542Z,AckReceived,69,""
2026-06-07T20:38:55.4048811Z,PacketSent,70,"size=1069"
2026-06-07T20:38:55.4049959Z,AckReceived,70,""
2026-06-07T20:38:55.4050309Z,PacketSent,71,"size=1069"
2026-06-07T20:38:55.4051553Z,AckReceived,71,""
2026-06-07T20:38:55.4051883Z,PacketSent,72,"size=1069"
2026-06-07T20:38:55.4052966Z,AckReceived,72,""
2026-06-07T20:38:55.4053271Z,PacketSent,73,"size=1069"
2026-06-07T20:38:55.4054287Z,AckReceived,73,""
2026-06-07T20:38:55.4054635Z,PacketSent,74,"size=1069"
2026-06-07T20:38:55.4055774Z,AckReceived,74,""
2026-06-07T20:38:55.4056229Z,PacketSent,75,"size=1069"
2026-06-07T20:38:55.4057543Z,AckReceived,75,""
