Timestamp,Event,SequenceNum,Detail
2026-06-07T20:45:47.4179325Z,PacketSent,0,"size=301"
2026-06-07T20:45:47.4196202Z,AckReceived,0,""
2026-06-07T20:45:47.4196740Z,PacketSent,1,"size=301"
2026-06-07T20:45:47.4228178Z,AckReceived,1,""
2026-06-07T20:45:47.4228794Z,PacketSent,2,"size=301"
2026-06-07T20:45:47.4233119Z,AckReceived,2,""
2026-06-07T20:45:47.4233693Z,PacketSent,3,"size=301"
2026-06-07T20:45:47.4235875Z,AckReceived,3,""
2026-06-07T20:45:47.4236337Z,PacketSent,4,"size=301"
2026-06-07T20:45:47.4237972Z,AckReceived,4,""
2026-06-07T20:45:47.4238606Z,PacketSent,5,"size=301"
2026-06-07T20:45:47.4240371Z,AckReceived,5,""
2026-06-07T20:45:47.4240868Z,PacketSent,6,"size=301"
2026-06-07T20:45:47.4242195Z,AckReceived,6,""
2026-06-07T20:45:47.4242562Z,PacketSent,7,"size=301"
2026-06-07T20:45:47.4243907Z,AckReceived,7,""
2026-06-07T20:45:47.4244268Z,PacketSent,8,"size=301"
2026-06-07T20:45:47.4246813Z,AckReceived,8,""
2026-06-07T20:45:47.4247079Z,PacketSent,9,"size=301"
2026-06-07T20:45:47.4248302Z,AckReceived,9,""
2026-06-07T20:45:47.4249534Z,PacketSent,10,"size=301"
2026-06-07T20:45:47.4250685Z,AckReceived,10,""
2026-06-07T20:45:47.4250940Z,PacketSent,11,"size=301"
2026-06-07T20:45:47.4252066Z,AckReceived,11,""
2026-06-07T20:45:47.4252435Z,PacketSent,12,"size=301"
2026-06-07T20:45:47.4253502Z,AckReceived,12,""
2026-06-07T20:45:47.4253766Z,PacketSent,13,"size=301"
2026-06-07T20:45:47.4254817Z,AckReceived,13,""
2026-06-07T20:45:47.4255137Z,PacketSent,14,"size=301"
2026-06-07T20:45:47.4256186Z,AckReceived,14,""
2026-06-07T20:45:47.4256451Z,PacketSent,15,"size=301"
2026-06-07T20:45:47.4257401Z,AckReceived,15,""
2026-06-07T20:45:47.4257707Z,PacketSent,16,"size=301"
2026-06-07T20:45:47.4258768Z,AckReceived,16,""
2026-06-07T20:45:47.4259147Z,PacketSent,17,"size=301"
2026-06-07T20:45:47.4260172Z,AckReceived,17,""
2026-06-07T20:45:47.4260422Z,PacketSent,18,"size=301"
2026-06-07T20:45:47.4261478Z,AckReceived,18,""
2026-06-07T20:45:47.4261790Z,PacketSent,19,"size=301"
2026-06-07T20:45:47.4262821Z,AckReceived,19,""
2026-06-07T20:45:47.4263131Z,PacketSent,20,"size=301"
2026-06-07T20:45:47.4264169Z,AckReceived,20,""
2026-06-07T20:45:47.4264475Z,PacketSent,21,"size=301"
2026-06-07T20:45:47.4265537Z,AckReceived,21,""
2026-06-07T20:45:47.4265842Z,PacketSent,22,"size=301"
2026-06-07T20:45:47.4266750Z,AckReceived,22,""
2026-06-07T20:45:47.4267004Z,PacketSent,23,"size=301"
2026-06-07T20:45:47.4267988Z,AckReceived,23,""
2026-06-07T20:45:47.4268225Z,PacketSent,24,"size=301"
2026-06-07T20:45:47.4269262Z,AckReceived,24,""
2026-06-07T20:45:47.4269555Z,PacketSent,25,"size=301"
2026-06-07T20:45:47.4270543Z,AckReceived,25,""
2026-06-07T20:45:47.4270764Z,PacketSent,26,"size=301"
2026-06-07T20:45:47.4271747Z,AckReceived,26,""
2026-06-07T20:45:47.4272033Z,PacketSent,27,"size=301"
2026-06-07T20:45:47.4272968Z,AckReceived,27,""
2026-06-07T20:45:47.4273265Z,PacketSent,28,"size=301"
2026-06-07T20:45:47.4274129Z,AckReceived,28,""
2026-06-07T20:45:47.4274391Z,PacketSent,29,"size=301"
2026-06-07T20:45:47.4275298Z,AckReceived,29,""
2026-06-07T20:45:47.4275549Z,PacketSent,30,"size=301"
2026-06-07T20:45:47.4276457Z,AckReceived,30,""
2026-06-07T20:45:47.4276704Z,PacketSent,31,"size=301"
2026-06-07T20:45:47.4277604Z,AckReceived,31,""
2026-06-07T20:45:47.4277901Z,PacketSent,32,"size=301"
2026-06-07T20:45:47.4278877Z,AckReceived,32,""
2026-06-07T20:45:47.4279162Z,PacketSent,33,"size=301"
2026-06-07T20:45:47.4280116Z,AckReceived,33,""
2026-06-07T20:45:47.4280404Z,PacketSent,34,"size=301"
2026-06-07T20:45:47.4281379Z,AckReceived,34,""
2026-06-07T20:45:47.4281624Z,PacketSent,35,"size=301"
2026-06-07T20:45:47.4282633Z,AckReceived,35,""
2026-06-07T20:45:47.4282939Z,PacketSent,36,"size=301"
2026-06-07T20:45:47.4283976Z,AckReceived,36,""
2026-06-07T20:45:47.4284275Z,PacketSent,37,"size=301"
2026-06-07T20:45:47.4285247Z,AckReceived,37,""
2026-06-07T20:45:47.4285581Z,PacketSent,38,"size=301"
2026-06-07T20:45:47.4286949Z,AckReceived,38,""
2026-06-07T20:45:47.4287269Z,PacketSent,39,"size=301"
2026-06-07T20:45:47.4288466Z,AckReceived,39,""
2026-06-07T20:45:47.4288728Z,PacketSent,40,"size=301"
2026-06-07T20:45:47.4289762Z,AckReceived,40,""
2026-06-07T20:45:47.4290012Z,PacketSent,41,"size=301"
2026-06-07T20:45:47.4291050Z,AckReceived,41,""
2026-06-07T20:45:47.4291285Z,PacketSent,42,"size=301"
2026-06-07T20:45:47.4292300Z,AckReceived,42,""
2026-06-07T20:45:47.4292632Z,PacketSent,43,"size=301"
2026-06-07T20:45:47.4293652Z,AckReceived,43,""
2026-06-07T20:45:47.4293901Z,PacketSent,44,"size=301"
2026-06-07T20:45:47.4295220Z,AckReceived,44,""
2026-06-07T20:45:47.4295633Z,PacketSent,45,"size=301"
2026-06-07T20:45:47.4296933Z,AckReceived,45,""
2026-06-07T20:45:47.4297199Z,PacketSent,46,"size=301"
2026-06-07T20:45:47.4298512Z,AckReceived,46,""
2026-06-07T20:45:47.4298892Z,PacketSent,47,"size=301"
2026-06-07T20:45:47.4300719Z,AckReceived,47,""
2026-06-07T20:45:47.4301112Z,PacketSent,48,"size=301"
2026-06-07T20:45:47.4302584Z,AckReceived,48,""
2026-06-07T20:45:47.4303055Z,PacketSent,49,"size=301"
2026-06-07T20:45:47.4304579Z,AckReceived,49,""
2026-06-07T20:45:47.4306917Z,PacketSent,50,"size=301"
2026-06-07T20:45:47.4308131Z,AckReceived,50,""
2026-06-07T20:45:47.4308381Z,PacketSent,51,"size=301"
2026-06-07T20:45:47.4309635Z,AckReceived,51,""
2026-06-07T20:45:47.4310072Z,PacketSent,52,"size=301"
2026-06-07T20:45:47.4311081Z,AckReceived,52,""
2026-06-07T20:45:47.4311443Z,PacketSent,53,"size=301"
2026-06-07T20:45:47.4312479Z,AckReceived,53,""
2026-06-07T20:45:47.4312843Z,PacketSent,54,"size=301"
2026-06-07T20:45:47.4313846Z,AckReceived,54,""
2026-06-07T20:45:47.4314146Z,PacketSent,55,"size=301"
2026-06-07T20:45:47.4315188Z,AckReceived,55,""
2026-06-07T20:45:47.4315504Z,PacketSent,56,"size=301"
2026-06-07T20:45:47.4316453Z,AckReceived,56,""
2026-06-07T20:45:47.4316753Z,PacketSent,57,"size=301"
2026-06-07T20:45:47.4317632Z,AckReceived,57,""
2026-06-07T20:45:47.4317999Z,PacketSent,58,"size=301"
2026-06-07T20:45:47.4318993Z,AckReceived,58,""
2026-06-07T20:45:47.4319289Z,PacketSent,59,"size=301"
2026-06-07T20:45:47.4320316Z,AckReceived,59,""
2026-06-07T20:45:47.4320669Z,PacketSent,60,"size=301"
2026-06-07T20:45:47.4321600Z,AckReceived,60,""
2026-06-07T20:45:47.4321909Z,PacketSent,61,"size=301"
2026-06-07T20:45:47.4322820Z,AckReceived,61,""
2026-06-07T20:45:47.4323179Z,PacketSent,62,"size=301"
2026-06-07T20:45:47.4324117Z,AckReceived,62,""
2026-06-07T20:45:47.4324422Z,PacketSent,63,"size=301"
2026-06-07T20:45:47.4325334Z,AckReceived,63,""
2026-06-07T20:45:47.4325656Z,PacketSent,64,"size=301"
2026-06-07T20:45:47.4326574Z,AckReceived,64,""
2026-06-07T20:45:47.4326802Z,PacketSent,65,"size=301"
2026-06-07T20:45:47.4327819Z,AckReceived,65,""
2026-06-07T20:45:47.4328131Z,PacketSent,66,"size=301"
2026-06-07T20:45:47.4329111Z,AckReceived,66,""
2026-06-07T20:45:47.4329430Z,PacketSent,67,"size=301"
2026-06-07T20:45:47.4330429Z,AckReceived,67,""
2026-06-07T20:45:47.4330731Z,PacketSent,68,"size=301"
2026-06-07T20:45:47.4331727Z,AckReceived,68,""
2026-06-07T20:45:47.4332153Z,PacketSent,69,"size=301"
2026-06-07T20:45:47.4333104Z,AckReceived,69,""
2026-06-07T20:45:47.4333406Z,PacketSent,70,"size=301"
2026-06-07T20:45:47.4334405Z,AckReceived,70,""
2026-06-07T20:45:47.4334711Z,PacketSent,71,"size=301"
2026-06-07T20:45:47.4335700Z,AckReceived,71,""
2026-06-07T20:45:47.4336007Z,PacketSent,72,"size=301"
2026-06-07T20:45:47.4337088Z,AckReceived,72,""
2026-06-07T20:45:47.4337397Z,PacketSent,73,"size=301"
2026-06-07T20:45:47.4338358Z,AckReceived,73,""
2026-06-07T20:45:47.4338652Z,PacketSent,74,"size=301"
2026-06-07T20:45:47.4339691Z,AckReceived,74,""
2026-06-07T20:45:47.4339995Z,PacketSent,75,"size=301"
2026-06-07T20:45:47.4340947Z,AckReceived,75,""
2026-06-07T20:45:47.4341241Z,PacketSent,76,"size=301"
2026-06-07T20:45:47.4342212Z,AckReceived,76,""
2026-06-07T20:45:47.4342520Z,PacketSent,77,"size=301"
2026-06-07T20:45:47.4343458Z,AckReceived,77,""
