Timestamp,Event,SequenceNum,Detail
2026-06-07T20:38:39.7950906Z,PacketSent,0,"size=1069"
2026-06-07T20:38:39.7967246Z,AckReceived,0,""
2026-06-07T20:38:39.7967765Z,PacketSent,1,"size=1069"
2026-06-07T20:38:39.7996507Z,AckReceived,1,""
2026-06-07T20:38:39.7997001Z,PacketSent,2,"size=1069"
2026-06-07T20:38:39.8000945Z,AckReceived,2,""
2026-06-07T20:38:39.8001325Z,PacketSent,3,"size=1069"
2026-06-07T20:38:39.8003471Z,AckReceived,3,""
2026-06-07T20:38:39.8004017Z,PacketSent,4,"size=1069"
2026-06-07T20:38:39.8005777Z,AckReceived,4,""
2026-06-07T20:38:39.8006133Z,PacketSent,5,"size=1069"
2026-06-07T20:38:39.8007581Z,AckReceived,5,""
2026-06-07T20:38:39.8007915Z,PacketSent,6,"size=1069"
2026-06-07T20:38:39.8009349Z,AckReceived,6,""
2026-06-07T20:38:39.8009666Z,PacketSent,7,"size=1069"
2026-06-07T20:38:39.8011241Z,AckReceived,7,""
2026-06-07T20:38:39.8011631Z,PacketSent,8,"size=1069"
2026-06-07T20:38:39.8012766Z,AckReceived,8,""
2026-06-07T20:38:39.8013118Z,PacketSent,9,"size=1069"
2026-06-07T20:38:39.8014457Z,AckReceived,9,""
2026-06-07T20:38:39.8015817Z,PacketSent,10,"size=1069"
2026-06-07T20:38:39.8017359Z,AckReceived,10,""
2026-06-07T20:38:39.8017715Z,PacketSent,11,"size=1069"
2026-06-07T20:38:39.8018975Z,AckReceived,11,""
2026-06-07T20:38:39.8019369Z,PacketSent,12,"size=1069"
2026-06-07T20:38:39.8020605Z,AckReceived,12,""
2026-06-07T20:38:39.8020886Z,PacketSent,13,"size=1069"
2026-06-07T20:38:39.8022225Z,AckReceived,13,""
2026-06-07T20:38:39.8022594Z,PacketSent,14,"size=1069"
2026-06-07T20:38:39.8023953Z,AckReceived,14,""
2026-06-07T20:38:39.8024339Z,PacketSent,15,"size=1069"
2026-06-07T20:38:39.8025411Z,AckReceived,15,""
2026-06-07T20:38:39.8025725Z,PacketSent,16,"size=1069"
2026-06-07T20:38:39.8026740Z,AckReceived,16,""
2026-06-07T20:38:39.8027078Z,PacketSent,17,"size=1069"
2026-06-07T20:38:39.8028112Z,AckReceived,17,""
2026-06-07T20:38:39.8028378Z,PacketSent,18,"size=1069"
2026-06-07T20:38:39.8029528Z,AckReceived,18,""
2026-06-07T20:38:39.8029855Z,PacketSent,19,"size=1069"
2026-06-07T20:38:39.8031129Z,AckReceived,19,""
2026-06-07T20:38:39.8031492Z,PacketSent,20,"size=1069"
2026-06-07T20:38:39.8032730Z,AckReceived,20,""
2026-06-07T20:38:39.8033084Z,PacketSent,21,"size=1069"
